Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
47.0,47.0,100,7.2,1.340887690293187,0.72,0.13408876902931874,0.28,0.1340887690293187,0.0,0.0,0.009000000000000001,0.032082595426382345,2.8,1.3408876902931868,7.2,1.340887690293187,2.57,1.2573420739437182,0.23,0.600588936550675,17.14,1.3485495387956123,15.4,2.059714602177749,2.86,1.3485495387956123,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
48.0,48.0,100,7.12,1.4162120482669838,0.7120000000000001,0.1416212048266984,0.28800000000000003,0.1416212048266984,0.0,0.0,0.007999999999999998,0.03673547263197997,2.88,1.4162120482669838,7.12,1.4162120482669838,2.66,1.304382666786914,0.22,0.5959458995173262,17.06,1.4412396459894221,15.27,2.034326632693199,2.94,1.4412396459894223,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
49.0,49.0,100,7.05,1.4381174563233068,0.705,0.1438117456323307,0.295,0.14381174563233068,0.0,0.0,0.006999999999999999,0.029318866956210287,2.95,1.4381174563233068,7.05,1.4381174563233068,2.68,1.2623531017648564,0.27,0.6942039987778751,17.0,1.4974726182552525,15.25,2.0269646910062,3.0,1.497472618255253,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
50.0,50.0,100,6.99,1.4248515783063234,0.6990000000000001,0.14248515783063231,0.301,0.1424851578306323,0.0,0.0,0.006000000000000001,0.031204765240863033,3.01,1.4248515783063234,6.99,1.4248515783063234,2.75,1.2978225742925855,0.26,0.6608840115842392,16.95,1.4451241601965688,15.25,2.016973430212163,3.05,1.4451241601965688,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
51.0,51.0,100,6.95,1.4310764472870754,0.695,0.14310764472870754,0.305,0.14310764472870757,0.0,0.0,0.003999999999999999,0.02428783625395621,3.05,1.4310764472870754,6.95,1.4310764472870754,2.85,1.3209653647804303,0.2,0.6030226891555273,16.96,1.434918080933507,15.26,1.9049112495564906,3.04,1.4349180809335074,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
52.0,52.0,100,6.85,1.395338559980945,0.685,0.1395338559980945,0.315,0.1395338559980945,0.0,0.0,0.010000000000000002,0.03333333333333334,3.15,1.3953385599809451,6.85,1.395338559980945,2.98,1.2869194287761827,0.17,0.5514901759246617,16.91,1.3713887379977532,15.3,1.8340219092574561,3.09,1.3713887379977534,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
53.0,53.0,100,6.77,1.3696198691091577,0.677,0.13696198691091577,0.32299999999999995,0.13696198691091574,0.0,0.0,0.008,0.030748244591432296,3.23,1.3696198691091577,6.77,1.3696198691091577,3.01,1.2672646116575634,0.22,0.6447926610605738,16.79,1.3801990780135651,15.21,1.8328925089854424,3.21,1.380199078013565,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
54.0,54.0,100,6.68,1.38447379056726,0.6679999999999999,0.13844737905672602,0.332,0.13844737905672597,0.0,0.0,0.009000000000000001,0.028762349126466143,3.32,1.38447379056726,6.68,1.38447379056726,3.09,1.2151817422372122,0.23,0.6333333333333333,16.7,1.4106377954311982,15.15,1.8443196988361727,3.3,1.4106377954311977,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
55.0,55.0,100,6.6,1.3408876902931872,0.66,0.13408876902931874,0.34,0.1340887690293187,0.0,0.0,0.008000000000000004,0.02726599243442909,3.4,1.3408876902931872,6.6,1.3408876902931872,3.21,1.297199781347219,0.19,0.5630903187506486,16.66,1.224497423187954,15.09,1.8372959929354242,3.34,1.224497423187954,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
56.0,56.0,100,6.53,1.313911578594099,0.653,0.1313911578594099,0.34700000000000003,0.13139115785940986,0.0,0.0,0.007000000000000002,0.025643239997624283,3.47,1.3139115785940987,6.53,1.313911578594099,3.29,1.2168430756293396,0.18,0.5574110428643037,16.6,1.2309149097933274,15.01,1.8229457789883143,3.4,1.2309149097933272,10.0,0.0,10.0,0.0,1.0,0.0,0.5,0.0,3.13,1.5219272736443836
