RunId,priority_range_width,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
695,2,25.0,73,0.1949019607843137,600.0,0.0,0.0,233.0,0,0,
696,2,10.0,74,0.4176086956521739,600.0,6.0,0.2608695652173913,,0,0,
697,2,15.0,74,0.37253623188405793,600.0,4.0,0.1739130434782608,400.0,0,0,
698,2,20.0,74,0.39304347826086955,600.0,4.0,0.1739130434782608,445.0,0,0,
699,2,25.0,74,0.31398550724637675,600.0,4.0,0.1739130434782608,196.0,0,0,
700,2,10.0,75,0.28325,600.0,1.0,0.05,276.0,0,0,
701,2,15.0,75,0.33458333333333334,600.0,2.0,0.1,347.0,0,0,
702,2,20.0,75,0.30433333333333334,600.0,2.0,0.1,561.0,0,0,
703,2,25.0,75,0.24658333333333335,600.0,2.0,0.1,136.0,0,0,
704,2,10.0,76,0.31166666666666665,600.0,3.0,0.1666666666666666,,0,0,
705,2,15.0,76,0.3272222222222222,600.0,2.0,0.1111111111111111,,0,0,
706,2,20.0,76,0.21444444444444444,600.0,0.0,0.0,280.0,0,0,
707,2,25.0,76,0.2288888888888889,600.0,0.0,0.0,321.0,0,0,
708,2,10.0,77,0.37909722222222225,600.0,6.0,0.25,367.0,0,0,
709,2,15.0,77,0.31249999999999994,600.0,4.0,0.1666666666666666,273.0,0,0,
710,2,20.0,77,0.26645833333333335,600.0,3.0,0.125,179.0,0,0,
711,2,25.0,77,0.24236111111111108,600.0,3.0,0.125,138.0,0,0,
712,2,10.0,78,0.35378787878787876,600.0,5.0,0.2272727272727272,,0,0,
713,2,15.0,78,0.4398484848484849,600.0,6.0,0.2727272727272727,,0,0,
714,2,20.0,78,0.405530303030303,600.0,5.0,0.2272727272727272,,0,0,
715,2,25.0,78,0.5081060606060606,600.0,10.0,0.4545454545454545,,0,0,
716,2,10.0,79,0.3387301587301587,600.0,3.0,0.1428571428571428,448.0,0,0,
717,2,15.0,79,0.4373809523809523,600.0,3.0,0.1428571428571428,578.0,0,0,
718,2,20.0,79,0.38492063492063483,600.0,5.0,0.238095238095238,,0,0,
719,2,25.0,79,0.29698412698412696,600.0,0.0,0.0,362.0,0,0,
720,2,10.0,80,0.32666666666666666,600.0,3.0,0.1666666666666666,,0,0,
721,2,15.0,80,0.24240740740740738,600.0,1.0,0.0555555555555555,443.0,0,0,
722,2,20.0,80,0.26138888888888884,600.0,3.0,0.1666666666666666,,0,0,
723,2,25.0,80,0.21277777777777773,600.0,1.0,0.0555555555555555,302.0,0,0,
724,2,10.0,81,0.36877192982456136,600.0,1.0,0.0526315789473684,525.0,0,0,
725,2,15.0,81,0.4352631578947368,600.0,4.0,0.2105263157894736,,0,0,
726,2,20.0,81,0.25745614035087716,600.0,1.0,0.0526315789473684,426.0,0,0,
727,2,25.0,81,0.18561403508771926,600.0,0.0,0.0,201.0,0,0,
728,2,10.0,82,0.2953787878787878,600.0,3.0,0.1363636363636363,239.0,0,0,
729,2,15.0,82,0.2796212121212121,600.0,3.0,0.1363636363636363,168.0,0,0,
730,2,20.0,82,0.3599242424242424,600.0,3.0,0.1363636363636363,384.0,0,0,
731,2,25.0,82,0.41431818181818175,600.0,3.0,0.1363636363636363,440.0,0,0,
732,2,10.0,83,0.2792063492063491,600.0,1.0,0.0476190476190476,306.0,0,0,
733,2,15.0,83,0.3126190476190475,600.0,4.0,0.1904761904761904,,0,0,
734,2,20.0,83,0.3854761904761904,600.0,4.0,0.1904761904761904,,0,0,
735,2,25.0,83,0.2847619047619047,600.0,2.0,0.0952380952380952,282.0,0,0,
736,2,10.0,84,0.24627450980392154,600.0,0.0,0.0,307.0,0,0,
737,2,15.0,84,0.18705882352941175,600.0,0.0,0.0,247.0,0,0,
738,2,20.0,84,0.13774509803921567,600.0,0.0,0.0,141.0,0,0,
739,2,25.0,84,0.22215686274509802,600.0,0.0,0.0,260.0,0,0,
740,2,10.0,85,0.149537037037037,600.0,0.0,0.0,169.0,0,0,
741,2,15.0,85,0.20379629629629625,600.0,0.0,0.0,375.0,0,0,
742,2,20.0,85,0.31981481481481483,600.0,1.0,0.0555555555555555,576.0,0,0,
743,2,25.0,85,0.13462962962962963,600.0,0.0,0.0,142.0,0,0,
744,2,10.0,86,0.29745614035087714,600.0,2.0,0.1052631578947368,,0,0,
745,2,15.0,86,0.2275438596491228,600.0,1.0,0.0526315789473684,285.0,0,0,
746,2,20.0,86,0.19912280701754384,600.0,1.0,0.0526315789473684,189.0,0,0,
747,2,25.0,86,0.1683333333333333,600.0,0.0,0.0,210.0,0,0,
748,2,10.0,87,0.28238095238095234,600.0,1.0,0.0476190476190476,384.0,0,0,
749,2,15.0,87,0.279047619047619,600.0,1.0,0.0476190476190476,396.0,0,0,
750,2,20.0,87,0.23825396825396822,600.0,1.0,0.0476190476190476,212.0,0,0,
751,2,25.0,87,0.27190476190476187,600.0,1.0,0.0476190476190476,485.0,0,0,
752,2,10.0,88,0.19116666666666668,600.0,0.0,0.0,215.0,0,0,
753,2,15.0,88,0.16599999999999998,600.0,0.0,0.0,195.0,0,0,
754,2,20.0,88,0.21233333333333335,600.0,1.0,0.05,367.0,0,0,
755,2,25.0,88,0.26225,600.0,4.0,0.2,,0,0,
756,2,10.0,89,0.37007246376811587,600.0,3.0,0.1304347826086956,255.0,0,0,
757,2,15.0,89,0.31811594202898547,600.0,3.0,0.1304347826086956,226.0,0,0,
758,2,20.0,89,0.3833333333333333,600.0,3.0,0.1304347826086956,344.0,0,0,
759,2,25.0,89,0.263623188405797,600.0,3.0,0.1304347826086956,138.0,0,0,
760,2,10.0,90,0.29183333333333333,600.0,1.0,0.05,334.0,0,0,
761,2,15.0,90,0.2856666666666667,600.0,0.0,0.0,386.0,0,0,
762,2,20.0,90,0.20466666666666666,600.0,0.0,0.0,240.0,0,0,
763,2,25.0,90,0.3194166666666667,600.0,3.0,0.15,,0,0,
764,2,10.0,91,0.28526315789473683,600.0,2.0,0.1052631578947368,,0,0,
765,2,15.0,91,0.1500877192982456,600.0,0.0,0.0,219.0,0,0,
766,2,20.0,91,0.1857017543859649,600.0,0.0,0.0,412.0,0,0,
767,2,25.0,91,0.15473684210526314,600.0,0.0,0.0,244.0,0,0,
768,2,10.0,92,0.15768518518518518,600.0,0.0,0.0,255.0,0,0,
769,2,15.0,92,0.22555555555555554,600.0,1.0,0.0555555555555555,278.0,0,0,
770,2,20.0,92,0.2771296296296296,600.0,1.0,0.0555555555555555,374.0,0,0,
771,2,25.0,92,0.1393518518518518,600.0,0.0,0.0,127.0,0,0,
772,2,10.0,93,0.5017391304347826,600.0,6.0,0.2608695652173913,,0,0,
773,2,15.0,93,0.4229710144927536,600.0,5.0,0.217391304347826,376.0,0,0,
774,2,20.0,93,0.4210869565217391,600.0,5.0,0.217391304347826,526.0,0,0,
775,2,25.0,93,0.35144927536231874,600.0,2.0,0.0869565217391304,154.0,0,0,
776,2,10.0,94,0.34901515151515144,600.0,3.0,0.1363636363636363,298.0,0,0,
777,2,15.0,94,0.31416666666666665,600.0,3.0,0.1363636363636363,281.0,0,0,
778,2,20.0,94,0.2856818181818182,600.0,4.0,0.1818181818181818,206.0,0,0,
779,2,25.0,94,0.25219696969696964,600.0,3.0,0.1363636363636363,119.0,0,0,
780,2,10.0,95,0.23382352941176468,600.0,0.0,0.0,307.0,0,0,
781,2,15.0,95,0.2237254901960784,600.0,0.0,0.0,399.0,0,0,
782,2,20.0,95,0.16294117647058823,600.0,0.0,0.0,133.0,0,0,
783,2,25.0,95,0.24794117647058822,600.0,1.0,0.0588235294117647,377.0,0,0,
784,2,10.0,96,0.23629629629629623,600.0,1.0,0.0555555555555555,295.0,0,0,
785,2,15.0,96,0.2112962962962963,600.0,1.0,0.0555555555555555,440.0,0,0,
786,2,20.0,96,0.2219444444444444,600.0,1.0,0.0555555555555555,355.0,0,0,
787,2,25.0,96,0.18935185185185183,600.0,0.0,0.0,269.0,0,0,
788,2,10.0,97,0.13462962962962963,600.0,0.0,0.0,173.0,0,0,
789,2,15.0,97,0.18518518518518515,600.0,0.0,0.0,209.0,0,0,
790,2,20.0,97,0.18425925925925923,600.0,0.0,0.0,257.0,0,0,
791,2,25.0,97,0.19287037037037036,600.0,0.0,0.0,218.0,0,0,
792,2,10.0,98,0.15049019607843137,600.0,0.0,0.0,216.0,0,0,
793,2,15.0,98,0.13941176470588235,600.0,0.0,0.0,197.0,0,0,
794,2,20.0,98,0.15490196078431373,600.0,0.0,0.0,222.0,0,0,
795,2,25.0,98,0.17480392156862745,600.0,0.0,0.0,318.0,0,0,
796,2,10.0,99,0.2657017543859649,600.0,0.0,0.0,357.0,0,0,
797,2,15.0,99,0.3278070175438596,600.0,3.0,0.1578947368421052,,0,0,
798,2,20.0,99,0.22473684210526315,600.0,0.0,0.0,348.0,0,0,
799,2,25.0,99,0.25999999999999995,600.0,3.0,0.1578947368421052,,0,0,
800,4,10.0,0,0.26692982456140346,600.0,2.0,0.1052631578947368,,0,0,
801,4,15.0,0,0.33640350877192976,600.0,2.0,0.1052631578947368,,0,0,
802,4,20.0,0,0.22508771929824556,600.0,1.0,0.0526315789473684,244.0,0,0,
803,4,25.0,0,0.20684210526315788,600.0,0.0,0.0,265.0,0,0,
804,4,10.0,1,0.39345679012345675,600.0,7.0,0.2592592592592592,281.0,0,0,
805,4,15.0,1,0.39055555555555554,600.0,7.0,0.2592592592592592,178.0,0,0,
806,4,20.0,1,0.3980246913580247,600.0,8.0,0.2962962962962963,268.0,0,0,
807,4,25.0,1,0.36895061728395057,600.0,7.0,0.2592592592592592,166.0,0,0,
808,4,10.0,2,0.25382352941176467,600.0,2.0,0.1176470588235294,,0,0,
809,4,15.0,2,0.17088235294117646,600.0,0.0,0.0,313.0,0,0,
810,4,20.0,2,0.21794117647058822,600.0,2.0,0.1176470588235294,,0,0,
811,4,25.0,2,0.16519607843137254,600.0,0.0,0.0,243.0,0,0,
812,4,10.0,3,0.2819047619047618,600.0,2.0,0.0952380952380952,389.0,0,0,
813,4,15.0,3,0.3289682539682539,600.0,3.0,0.1428571428571428,499.0,0,0,
814,4,20.0,3,0.23619047619047615,600.0,1.0,0.0476190476190476,243.0,0,0,
815,4,25.0,3,0.2438095238095238,600.0,1.0,0.0476190476190476,229.0,0,0,
816,4,10.0,4,0.4327777777777777,600.0,3.0,0.1428571428571428,587.0,0,0,
817,4,15.0,4,0.48722222222222217,600.0,5.0,0.238095238095238,,0,0,
818,4,20.0,4,0.45087301587301587,600.0,3.0,0.1428571428571428,405.0,0,0,
819,4,25.0,4,0.4334126984126984,600.0,6.0,0.2857142857142857,,0,0,
820,4,10.0,5,0.14194444444444443,600.0,0.0,0.0,187.0,0,0,
821,4,15.0,5,0.14657407407407402,600.0,1.0,0.0555555555555555,149.0,0,0,
822,4,20.0,5,0.27796296296296297,600.0,0.0,0.0,481.0,0,0,
823,4,25.0,5,0.1112037037037037,600.0,0.0,0.0,177.0,0,0,
824,4,10.0,6,0.438,600.0,6.0,0.24,301.0,0,0,
825,4,15.0,6,0.4805333333333333,600.0,9.0,0.36,,0,0,
826,4,20.0,6,0.35719999999999996,600.0,5.0,0.2,152.0,0,0,
827,4,25.0,6,0.38193333333333335,600.0,6.0,0.24,177.0,0,0,
828,4,10.0,7,0.32925,600.0,3.0,0.15,,0,0,
829,4,15.0,7,0.31666666666666665,600.0,2.0,0.1,369.0,0,0,
830,4,20.0,7,0.24316666666666667,600.0,1.0,0.05,204.0,0,0,
831,4,25.0,7,0.24333333333333335,600.0,1.0,0.05,241.0,0,0,
832,4,10.0,8,0.23616666666666664,600.0,1.0,0.05,501.0,0,0,
833,4,15.0,8,0.30041666666666667,600.0,3.0,0.15,,0,0,
834,4,20.0,8,0.3219166666666667,600.0,1.0,0.05,449.0,0,0,
835,4,25.0,8,0.2535833333333333,600.0,1.0,0.05,244.0,0,0,
836,4,10.0,9,0.3718939393939394,600.0,4.0,0.1818181818181818,392.0,0,0,
837,4,15.0,9,0.3715909090909091,600.0,4.0,0.1818181818181818,373.0,0,0,
838,4,20.0,9,0.3016666666666667,600.0,4.0,0.1818181818181818,164.0,0,0,
839,4,25.0,9,0.49621212121212116,600.0,6.0,0.2727272727272727,,0,0,
840,4,10.0,10,0.35315789473684206,600.0,1.0,0.0526315789473684,588.0,0,0,
841,4,15.0,10,0.3389473684210526,600.0,0.0,0.0,567.0,0,0,
842,4,20.0,10,0.30429824561403507,600.0,1.0,0.0526315789473684,350.0,0,0,
843,4,25.0,10,0.3771929824561403,600.0,3.0,0.1578947368421052,,0,0,
844,4,10.0,11,0.18789473684210523,600.0,1.0,0.0526315789473684,484.0,0,0,
845,4,15.0,11,0.2512280701754385,600.0,1.0,0.0526315789473684,570.0,0,0,
846,4,20.0,11,0.17070175438596488,600.0,0.0,0.0,382.0,0,0,
847,4,25.0,11,0.2701754385964911,600.0,2.0,0.1052631578947368,,0,0,
848,4,10.0,12,0.1993859649122807,600.0,0.0,0.0,295.0,0,0,
849,4,15.0,12,0.19780701754385963,600.0,0.0,0.0,356.0,0,0,
850,4,20.0,12,0.2520175438596491,600.0,0.0,0.0,378.0,0,0,
851,4,25.0,12,0.19912280701754384,600.0,0.0,0.0,336.0,0,0,
852,4,10.0,13,0.4550666666666667,600.0,7.0,0.28,465.0,0,0,
853,4,15.0,13,0.40700000000000003,600.0,6.0,0.24,296.0,0,0,
854,4,20.0,13,0.35113333333333335,600.0,5.0,0.2,168.0,0,0,
855,4,25.0,13,0.37293333333333334,600.0,6.0,0.24,189.0,0,0,
856,4,10.0,14,0.3513492063492063,600.0,3.0,0.1428571428571428,245.0,0,0,
857,4,15.0,14,0.3713492063492063,600.0,2.0,0.0952380952380952,466.0,0,0,
858,4,20.0,14,0.31706349206349205,600.0,2.0,0.0952380952380952,197.0,0,0,
859,4,25.0,14,0.3297619047619047,600.0,2.0,0.0952380952380952,367.0,0,0,
860,4,10.0,15,0.299537037037037,600.0,1.0,0.0555555555555555,422.0,0,0,
861,4,15.0,15,0.1987037037037037,600.0,0.0,0.0,271.0,0,0,
862,4,20.0,15,0.24370370370370373,600.0,0.0,0.0,376.0,0,0,
863,4,25.0,15,0.2551851851851852,600.0,0.0,0.0,379.0,0,0,
864,4,10.0,16,0.2562280701754385,600.0,3.0,0.1578947368421052,,0,0,
865,4,15.0,16,0.3382456140350877,600.0,3.0,0.1578947368421052,,0,0,
866,4,20.0,16,0.2114035087719298,600.0,0.0,0.0,409.0,0,0,
867,4,25.0,16,0.15736842105263157,600.0,0.0,0.0,190.0,0,0,
868,4,10.0,17,0.24186274509803918,600.0,1.0,0.0588235294117647,419.0,0,0,
869,4,15.0,17,0.26794117647058824,600.0,0.0,0.0,521.0,0,0,
870,4,20.0,17,0.16450980392156864,600.0,0.0,0.0,235.0,0,0,
871,4,25.0,17,0.2617647058823529,600.0,1.0,0.0588235294117647,573.0,0,0,
872,4,10.0,18,0.34937499999999994,600.0,4.0,0.1666666666666666,244.0,0,0,
873,4,15.0,18,0.3234722222222222,600.0,4.0,0.1666666666666666,242.0,0,0,
874,4,20.0,18,0.34118055555555554,600.0,5.0,0.2083333333333333,255.0,0,0,
875,4,25.0,18,0.3702083333333333,600.0,5.0,0.2083333333333333,402.0,0,0,
876,4,10.0,19,0.3337121212121212,600.0,4.0,0.1818181818181818,304.0,0,0,
877,4,15.0,19,0.3261363636363636,600.0,3.0,0.1363636363636363,413.0,0,0,
878,4,20.0,19,0.2896969696969697,600.0,4.0,0.1818181818181818,248.0,0,0,
879,4,25.0,19,0.2712121212121211,600.0,3.0,0.1363636363636363,229.0,0,0,
880,4,10.0,20,0.21928571428571425,600.0,2.0,0.0952380952380952,219.0,0,0,
881,4,15.0,20,0.19714285714285712,600.0,1.0,0.0476190476190476,214.0,0,0,
882,4,20.0,20,0.20079365079365075,600.0,1.0,0.0476190476190476,269.0,0,0,
883,4,25.0,20,0.30134920634920626,600.0,4.0,0.1904761904761904,,0,0,
884,4,10.0,21,0.39984848484848484,600.0,2.0,0.0909090909090909,339.0,0,0,
885,4,15.0,21,0.31446969696969695,600.0,3.0,0.1363636363636363,209.0,0,0,
886,4,20.0,21,0.33984848484848484,600.0,4.0,0.1818181818181818,334.0,0,0,
887,4,25.0,21,0.3506060606060606,600.0,4.0,0.1818181818181818,351.0,0,0,
888,4,10.0,22,0.16072916666666667,600.0,0.0,0.0,240.0,0,0,
889,4,15.0,22,0.19760416666666666,600.0,1.0,0.0625,503.0,0,0,
890,4,20.0,22,0.11708333333333333,600.0,0.0,0.0,215.0,0,0,
891,4,25.0,22,0.18604166666666666,600.0,0.0,0.0,379.0,0,0,
892,4,10.0,23,0.34547619047619044,600.0,3.0,0.1428571428571428,439.0,0,0,
893,4,15.0,23,0.20095238095238094,600.0,1.0,0.0476190476190476,133.0,0,0,
894,4,20.0,23,0.21198412698412697,600.0,2.0,0.0952380952380952,106.0,0,0,
895,4,25.0,23,0.23984126984126983,600.0,1.0,0.0476190476190476,189.0,0,0,
896,4,10.0,24,0.36825757575757573,600.0,4.0,0.1818181818181818,333.0,0,0,
897,4,15.0,24,0.28,600.0,1.0,0.0454545454545454,206.0,0,0,
898,4,20.0,24,0.19803030303030303,600.0,0.0,0.0,128.0,0,0,
899,4,25.0,24,0.3073484848484848,600.0,0.0,0.0,364.0,0,0,
900,4,10.0,25,0.15648148148148147,600.0,0.0,0.0,203.0,0,0,
901,4,15.0,25,0.2672222222222222,600.0,1.0,0.0555555555555555,393.0,0,0,
902,4,20.0,25,0.13305555555555554,600.0,0.0,0.0,187.0,0,0,
903,4,25.0,25,0.14833333333333332,600.0,0.0,0.0,253.0,0,0,
904,4,10.0,26,0.26,600.0,1.0,0.05,310.0,0,0,
905,4,15.0,26,0.2633333333333333,600.0,1.0,0.05,376.0,0,0,
906,4,20.0,26,0.2890833333333333,600.0,2.0,0.1,398.0,0,0,
907,4,25.0,26,0.34099999999999997,600.0,4.0,0.2,,0,0,
908,4,10.0,27,0.20980392156862743,600.0,0.0,0.0,289.0,0,0,
909,4,15.0,27,0.3150980392156863,600.0,0.0,0.0,454.0,0,0,
910,4,20.0,27,0.1880392156862745,600.0,0.0,0.0,259.0,0,0,
911,4,25.0,27,0.15676470588235292,600.0,0.0,0.0,219.0,0,0,
912,4,10.0,28,0.37555555555555553,600.0,3.0,0.125,216.0,0,0,
913,4,15.0,28,0.24562499999999995,600.0,1.0,0.0416666666666666,148.0,0,0,
914,4,20.0,28,0.2323611111111111,600.0,0.0,0.0,183.0,0,0,
915,4,25.0,28,0.33090277777777777,600.0,1.0,0.0416666666666666,179.0,0,0,
916,4,10.0,29,0.3140833333333334,600.0,4.0,0.2,,0,0,
917,4,15.0,29,0.22466666666666668,600.0,1.0,0.05,428.0,0,0,
918,4,20.0,29,0.2421666666666667,600.0,1.0,0.05,443.0,0,0,
919,4,25.0,29,0.25325000000000003,600.0,1.0,0.05,345.0,0,0,
920,4,10.0,30,0.1525,600.0,0.0,0.0,182.0,0,0,
921,4,15.0,30,0.10999999999999997,600.0,0.0,0.0,104.0,0,0,
922,4,20.0,30,0.16009259259259254,600.0,1.0,0.0555555555555555,214.0,0,0,
923,4,25.0,30,0.18648148148148147,600.0,0.0,0.0,298.0,0,0,
924,4,10.0,31,0.4059523809523809,600.0,4.0,0.1904761904761904,,0,0,
925,4,15.0,31,0.4117460317460317,600.0,4.0,0.1904761904761904,,0,0,
926,4,20.0,31,0.3191269841269841,600.0,2.0,0.0952380952380952,320.0,0,0,
927,4,25.0,31,0.32785714285714285,600.0,3.0,0.1428571428571428,418.0,0,0,
928,4,10.0,32,0.3836363636363636,600.0,6.0,0.2727272727272727,,0,0,
929,4,15.0,32,0.33674242424242423,600.0,3.0,0.1363636363636363,355.0,0,0,
930,4,20.0,32,0.35901515151515145,600.0,3.0,0.1363636363636363,466.0,0,0,
931,4,25.0,32,0.28,600.0,2.0,0.0909090909090909,287.0,0,0,
932,4,10.0,33,0.29233333333333333,600.0,0.0,0.0,353.0,0,0,
933,4,15.0,33,0.19466666666666665,600.0,0.0,0.0,362.0,0,0,
934,4,20.0,33,0.14411111111111108,600.0,0.0,0.0,122.0,0,0,
935,4,25.0,33,0.26199999999999996,600.0,1.0,0.0666666666666666,540.0,0,0,
936,4,10.0,34,0.3479365079365079,600.0,2.0,0.0952380952380952,434.0,0,0,
937,4,15.0,34,0.3098412698412698,600.0,1.0,0.0476190476190476,277.0,0,0,
938,4,20.0,34,0.3893650793650793,600.0,4.0,0.1904761904761904,,0,0,
939,4,25.0,34,0.3501587301587301,600.0,3.0,0.1428571428571428,321.0,0,0,
940,4,10.0,35,0.4071739130434782,600.0,4.0,0.1739130434782608,451.0,0,0,
941,4,15.0,35,0.2664492753623188,600.0,3.0,0.1304347826086956,133.0,0,0,
942,4,20.0,35,0.32123188405797093,600.0,4.0,0.1739130434782608,206.0,0,0,
943,4,25.0,35,0.367463768115942,600.0,5.0,0.217391304347826,367.0,0,0,
944,4,10.0,36,0.18322916666666667,600.0,0.0,0.0,252.0,0,0,
945,4,15.0,36,0.2685416666666667,600.0,0.0,0.0,522.0,0,0,
946,4,20.0,36,0.20520833333333333,600.0,0.0,0.0,374.0,0,0,
947,4,25.0,36,0.20270833333333332,600.0,0.0,0.0,294.0,0,0,
948,4,10.0,37,0.4138690476190476,600.0,9.0,0.3214285714285714,275.0,0,0,
949,4,15.0,37,0.4084523809523809,600.0,9.0,0.3214285714285714,382.0,0,0,
950,4,20.0,37,0.3734523809523809,600.0,8.0,0.2857142857142857,132.0,0,0,
951,4,25.0,37,0.3843452380952381,600.0,8.0,0.2857142857142857,166.0,0,0,
952,4,10.0,38,0.26745098039215687,600.0,1.0,0.0588235294117647,557.0,0,0,
953,4,15.0,38,0.19372549019607843,600.0,0.0,0.0,327.0,0,0,
954,4,20.0,38,0.23970588235294116,600.0,2.0,0.1176470588235294,,0,0,
955,4,25.0,38,0.20676470588235293,600.0,0.0,0.0,285.0,0,0,
956,4,10.0,39,0.20758333333333334,600.0,0.0,0.0,255.0,0,0,
957,4,15.0,39,0.13583333333333333,600.0,0.0,0.0,157.0,0,0,
958,4,20.0,39,0.11141666666666666,600.0,0.0,0.0,134.0,0,0,
959,4,25.0,39,0.125,600.0,0.0,0.0,142.0,0,0,
960,4,10.0,40,0.41694444444444445,600.0,2.0,0.1111111111111111,,0,0,
961,4,15.0,40,0.462037037037037,600.0,3.0,0.1666666666666666,,0,0,
962,4,20.0,40,0.3008333333333333,600.0,1.0,0.0555555555555555,350.0,0,0,
963,4,25.0,40,0.2359259259259259,600.0,0.0,0.0,287.0,0,0,
964,4,10.0,41,0.3647916666666667,600.0,5.0,0.2083333333333333,264.0,0,0,
965,4,15.0,41,0.3898611111111111,600.0,5.0,0.2083333333333333,264.0,0,0,
966,4,20.0,41,0.4117361111111111,600.0,6.0,0.25,504.0,0,0,
967,4,25.0,41,0.43875,600.0,6.0,0.25,384.0,0,0,
968,4,10.0,42,0.36616666666666664,600.0,2.0,0.1,457.0,0,0,
969,4,15.0,42,0.321,600.0,1.0,0.05,541.0,0,0,
970,4,20.0,42,0.3318333333333333,600.0,2.0,0.1,403.0,0,0,
971,4,25.0,42,0.4013333333333334,600.0,1.0,0.05,573.0,0,0,
972,4,10.0,43,0.2882456140350877,600.0,0.0,0.0,419.0,0,0,
973,4,15.0,43,0.27140350877192976,600.0,1.0,0.0526315789473684,390.0,0,0,
974,4,20.0,43,0.2759649122807017,600.0,1.0,0.0526315789473684,600.0,0,0,
975,4,25.0,43,0.37745614035087716,600.0,5.0,0.2631578947368421,,0,0,
976,4,10.0,44,0.2872222222222222,600.0,2.0,0.0952380952380952,292.0,0,0,
977,4,15.0,44,0.27634920634920634,600.0,2.0,0.0952380952380952,370.0,0,0,
978,4,20.0,44,0.29182539682539677,600.0,4.0,0.1904761904761904,,0,0,
979,4,25.0,44,0.3014285714285714,600.0,0.0,0.0,473.0,0,0,
980,4,10.0,45,0.47391304347826085,600.0,7.0,0.3043478260869565,,0,0,
981,4,15.0,45,0.5281884057971015,600.0,7.0,0.3043478260869565,,0,0,
982,4,20.0,45,0.40601449275362317,600.0,5.0,0.217391304347826,413.0,0,0,
983,4,25.0,45,0.4836231884057971,600.0,5.0,0.217391304347826,574.0,0,0,
984,4,10.0,46,0.3393478260869565,600.0,1.0,0.0434782608695652,250.0,0,0,
985,4,15.0,46,0.3208695652173913,600.0,2.0,0.0869565217391304,394.0,0,0,
986,4,20.0,46,0.3079710144927536,600.0,1.0,0.0434782608695652,299.0,0,0,
987,4,25.0,46,0.22992753623188403,600.0,1.0,0.0434782608695652,138.0,0,0,
988,4,10.0,47,0.33680000000000004,600.0,4.0,0.16,210.0,0,0,
989,4,15.0,47,0.35153333333333336,600.0,4.0,0.16,252.0,0,0,
990,4,20.0,47,0.3706666666666667,600.0,5.0,0.2,247.0,0,0,
991,4,25.0,47,0.3308666666666667,600.0,3.0,0.12,284.0,0,0,
992,4,10.0,48,0.37822916666666667,600.0,0.0,0.0,585.0,0,0,
993,4,15.0,48,0.3125,600.0,0.0,0.0,563.0,0,0,
994,4,20.0,48,0.2764583333333333,600.0,0.0,0.0,330.0,0,0,
995,4,25.0,48,0.3277083333333333,600.0,1.0,0.0625,562.0,0,0,
996,4,10.0,49,0.20518518518518516,600.0,0.0,0.0,270.0,0,0,
997,4,15.0,49,0.1712037037037037,600.0,0.0,0.0,224.0,0,0,
998,4,20.0,49,0.2159259259259259,600.0,0.0,0.0,555.0,0,0,
999,4,25.0,49,0.20990740740740738,600.0,1.0,0.0555555555555555,436.0,0,0,
1000,4,10.0,50,0.25206349206349205,600.0,1.0,0.0476190476190476,264.0,0,0,
1001,4,15.0,50,0.30309523809523803,600.0,2.0,0.0952380952380952,499.0,0,0,
1002,4,20.0,50,0.3396031746031746,600.0,4.0,0.1904761904761904,,0,0,
1003,4,25.0,50,0.2889682539682539,600.0,2.0,0.0952380952380952,510.0,0,0,
1004,4,10.0,51,0.2134210526315789,600.0,1.0,0.0526315789473684,274.0,0,0,
1005,4,15.0,51,0.21438596491228068,600.0,1.0,0.0526315789473684,231.0,0,0,
1006,4,20.0,51,0.20561403508771928,600.0,1.0,0.0526315789473684,382.0,0,0,
1007,4,25.0,51,0.19210526315789472,600.0,0.0,0.0,295.0,0,0,
1008,4,10.0,52,0.2746491228070175,600.0,1.0,0.0526315789473684,347.0,0,0,
1009,4,15.0,52,0.2549122807017543,600.0,1.0,0.0526315789473684,529.0,0,0,
1010,4,20.0,52,0.2114912280701754,600.0,1.0,0.0526315789473684,331.0,0,0,
1011,4,25.0,52,0.1482456140350877,600.0,0.0,0.0,151.0,0,0,
1012,4,10.0,53,0.3058771929824561,600.0,1.0,0.0526315789473684,593.0,0,0,
1013,4,15.0,53,0.19122807017543858,600.0,0.0,0.0,369.0,0,0,
1014,4,20.0,53,0.20359649122807014,600.0,2.0,0.1052631578947368,,0,0,
1015,4,25.0,53,0.18912280701754386,600.0,0.0,0.0,345.0,0,0,
1016,4,10.0,54,0.30691666666666667,600.0,0.0,0.0,401.0,0,0,
1017,4,15.0,54,0.24841666666666667,600.0,2.0,0.1,304.0,0,0,
1018,4,20.0,54,0.3419166666666667,600.0,4.0,0.2,,0,0,
1019,4,25.0,54,0.25075,600.0,1.0,0.05,317.0,0,0,
1020,4,10.0,55,0.33520833333333333,600.0,0.0,0.0,484.0,0,0,
1021,4,15.0,55,0.45458333333333334,600.0,1.0,0.0625,593.0,0,0,
1022,4,20.0,55,0.215,600.0,0.0,0.0,334.0,0,0,
1023,4,25.0,55,0.40541666666666665,600.0,3.0,0.1875,,0,0,
1024,4,10.0,56,0.2575,600.0,0.0,0.0,281.0,0,0,
