RunId,priority_range_width,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
111,2,11,0.10533333333333333,600.0,0.0,0.0,93.0,0,0,
112,2,12,0.15648148148148144,600.0,1.0,0.0555555555555555,235.0,0,0,
113,2,13,0.5118253968253967,600.0,2.0,0.0952380952380952,446.0,0,0,
114,2,14,0.4268939393939394,600.0,3.0,0.1363636363636363,524.0,0,0,
115,2,15,0.2702380952380952,600.0,0.0,0.0,288.0,0,0,
116,2,16,0.2678333333333333,600.0,1.0,0.05,280.0,0,0,
117,2,17,0.17525000000000002,600.0,0.0,0.0,235.0,0,0,
118,2,18,0.1598148148148148,600.0,0.0,0.0,249.0,0,0,
119,2,19,0.2159259259259259,600.0,0.0,0.0,360.0,0,0,
120,2,20,0.22425925925925924,600.0,1.0,0.0555555555555555,569.0,0,0,
121,2,21,0.3253787878787879,600.0,2.0,0.0909090909090909,235.0,0,0,
122,2,22,0.27616666666666667,600.0,2.0,0.1,228.0,0,0,
123,2,23,0.3021929824561403,600.0,2.0,0.1052631578947368,,0,0,
124,2,24,0.2794117647058823,600.0,1.0,0.0588235294117647,396.0,0,0,
125,2,25,0.14850877192982453,600.0,0.0,0.0,319.0,0,0,
126,2,26,0.3608730158730158,600.0,0.0,0.0,534.0,0,0,
127,2,27,0.3502380952380952,600.0,3.0,0.1428571428571428,354.0,0,0,
128,2,28,0.331031746031746,600.0,3.0,0.1428571428571428,530.0,0,0,
129,2,29,0.35400000000000004,600.0,4.0,0.2,,0,0,
130,2,30,0.225,600.0,0.0,0.0,259.0,0,0,
131,2,31,0.3695454545454545,600.0,2.0,0.0909090909090909,306.0,0,0,
132,2,32,0.4028333333333333,600.0,3.0,0.15,,0,0,
133,2,33,0.2362280701754386,600.0,1.0,0.0526315789473684,230.0,0,0,
134,2,34,0.25499999999999995,600.0,0.0,0.0,344.0,0,0,
135,2,35,0.24535087719298243,600.0,1.0,0.0526315789473684,517.0,0,0,
136,2,36,0.30866666666666664,600.0,0.0,0.0,351.0,0,0,
137,2,37,0.19510416666666666,600.0,0.0,0.0,320.0,0,0,
138,2,38,0.2668253968253968,600.0,0.0,0.0,290.0,0,0,
139,2,39,0.42289473684210527,600.0,3.0,0.1578947368421052,,0,0,
140,2,40,0.2532407407407407,600.0,0.0,0.0,228.0,0,0,
141,2,41,0.27684210526315783,600.0,1.0,0.0526315789473684,407.0,0,0,
142,2,42,0.3468333333333333,600.0,2.0,0.1,546.0,0,0,
143,2,43,0.28025,600.0,0.0,0.0,391.0,0,0,
144,2,44,0.35595238095238085,600.0,0.0,0.0,523.0,0,0,
145,2,45,0.24313725490196078,600.0,0.0,0.0,303.0,0,0,
146,2,46,0.17999999999999997,600.0,0.0,0.0,218.0,0,0,
147,2,47,0.2775,600.0,1.0,0.0555555555555555,459.0,0,0,
148,2,48,0.2318253968253968,600.0,0.0,0.0,234.0,0,0,
149,2,49,0.4268333333333334,600.0,2.0,0.1,566.0,0,0,
150,2,50,0.36625,600.0,1.0,0.05,523.0,0,0,
151,2,51,0.4013043478260869,600.0,5.0,0.217391304347826,404.0,0,0,
152,2,52,0.2057843137254902,600.0,0.0,0.0,346.0,0,0,
