RunId,coverage_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
146,12.0,36,0.33444444444444443,600.0,5.0,0.1666666666666666,121.0,0,0,
147,15.0,36,0.33016666666666666,600.0,4.0,0.1333333333333333,139.0,0,0,
148,8.0,37,0.4731666666666666,600.0,10.0,0.3333333333333333,269.0,0,0,
149,10.0,37,0.487,600.0,9.0,0.3,272.0,0,0,
150,12.0,37,0.4743333333333333,600.0,10.0,0.3333333333333333,273.0,0,0,
151,15.0,37,0.45699999999999996,600.0,6.0,0.2,257.0,0,0,
152,8.0,38,0.41127777777777774,600.0,6.0,0.2,202.0,0,0,
153,10.0,38,0.49222222222222217,600.0,7.0,0.2333333333333333,315.0,0,0,
154,12.0,38,0.4600555555555555,600.0,5.0,0.1666666666666666,238.0,0,0,
155,15.0,38,0.39911111111111114,600.0,4.0,0.1333333333333333,261.0,0,0,
156,8.0,39,0.37977777777777777,600.0,7.0,0.2333333333333333,146.0,0,0,
157,10.0,39,0.37227777777777776,600.0,7.0,0.2333333333333333,199.0,0,0,
158,12.0,39,0.3996111111111111,600.0,6.0,0.2,217.0,0,0,
159,15.0,39,0.44416666666666665,600.0,10.0,0.3333333333333333,326.0,0,0,
160,8.0,40,0.47050000000000003,600.0,9.0,0.3,287.0,0,0,
161,10.0,40,0.5013888888888889,600.0,9.0,0.3,441.0,0,0,
162,12.0,40,0.41044444444444445,600.0,9.0,0.3,153.0,0,0,
163,15.0,40,0.5011666666666666,600.0,7.0,0.2333333333333333,428.0,0,0,
164,8.0,41,0.4882222222222222,600.0,7.0,0.2333333333333333,288.0,0,0,
165,10.0,41,0.44227777777777777,600.0,7.0,0.2333333333333333,293.0,0,0,
166,12.0,41,0.5153888888888889,600.0,6.0,0.2,355.0,0,0,
167,15.0,41,0.47661111111111104,600.0,6.0,0.2,314.0,0,0,
168,8.0,42,0.5562777777777778,600.0,11.0,0.3666666666666666,478.0,0,0,
169,10.0,42,0.5650555555555555,600.0,11.0,0.3666666666666666,506.0,0,0,
170,12.0,42,0.4845,600.0,9.0,0.3,332.0,0,0,
171,15.0,42,0.5629444444444445,600.0,7.0,0.2333333333333333,462.0,0,0,
172,8.0,43,0.4542777777777778,600.0,9.0,0.3,310.0,0,0,
173,10.0,43,0.5196666666666666,600.0,11.0,0.3666666666666666,378.0,0,0,
174,12.0,43,0.4995,600.0,10.0,0.3333333333333333,406.0,0,0,
175,15.0,43,0.5216666666666666,600.0,11.0,0.3666666666666666,456.0,0,0,
176,8.0,44,0.4703333333333333,600.0,9.0,0.3,248.0,0,0,
177,10.0,44,0.4335555555555555,600.0,9.0,0.3,209.0,0,0,
178,12.0,44,0.4246111111111111,600.0,8.0,0.2666666666666666,194.0,0,0,
179,15.0,44,0.4107777777777778,600.0,7.0,0.2333333333333333,195.0,0,0,
180,8.0,45,0.36561111111111105,600.0,5.0,0.1666666666666666,166.0,0,0,
181,10.0,45,0.3129444444444444,600.0,4.0,0.1333333333333333,134.0,0,0,
182,12.0,45,0.29783333333333334,600.0,1.0,0.0333333333333333,140.0,0,0,
183,15.0,45,0.39166666666666666,600.0,1.0,0.0333333333333333,299.0,0,0,
184,8.0,46,0.39922222222222215,600.0,5.0,0.1666666666666666,302.0,0,0,
185,10.0,46,0.412,600.0,6.0,0.2,235.0,0,0,
186,12.0,46,0.39011111111111113,600.0,6.0,0.2,220.0,0,0,
187,15.0,46,0.34788888888888886,600.0,4.0,0.1333333333333333,180.0,0,0,
188,8.0,47,0.3658333333333333,600.0,4.0,0.1333333333333333,211.0,0,0,
189,10.0,47,0.5137777777777778,600.0,4.0,0.1333333333333333,469.0,0,0,
190,12.0,47,0.4885555555555555,600.0,7.0,0.2333333333333333,379.0,0,0,
191,15.0,47,0.5342222222222222,600.0,8.0,0.2666666666666666,370.0,0,0,
192,8.0,48,0.4648888888888889,600.0,8.0,0.2666666666666666,254.0,0,0,
193,10.0,48,0.4131666666666667,600.0,6.0,0.2,183.0,0,0,
194,12.0,48,0.3589444444444444,600.0,4.0,0.1333333333333333,241.0,0,0,
