priority_range_width,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
0,44.0,44.0,100,15.67,3.2661564227357167,0.7835,0.1633078211367859,0.2165,0.1633078211367859,0.0,0.0,0.008499999999999999,0.02138511707527532,1.36,0.969431781920719,4.22,0.746439359339871,0.76,0.74018834621925,0.02,0.19999999999999996,15.72,3.2785806241559636,14.46,3.4360536442937915,4.28,3.278580624155964,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,45.0,45.0,100,15.6,3.256694736394649,0.78,0.16283473681973243,0.22,0.16283473681973243,0.0,0.0,0.0035000000000000014,0.01465943347810515,1.4,0.9949366763261822,4.22,0.746439359339871,0.77,0.7365631354644708,0.01,0.09999999999999998,15.67,3.2194327877356703,14.37,3.4249677429727785,4.33,3.219432787735671,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,46.0,46.0,100,15.45,3.2640527575455036,0.7725,0.16320263787727518,0.2275,0.16320263787727515,0.0,0.0,0.007499999999999999,0.02056647266742155,1.45,1.0187633620614691,4.17,0.7393007889659368,0.81,0.7479939501726934,0.02,0.14070529413628968,15.51,3.2145345422366085,14.31,3.425085710053416,4.49,3.2145345422366085,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,47.0,47.0,100,15.28,3.3031359449327957,0.764,0.16515679724663979,0.23600000000000002,0.16515679724663979,0.0,0.0,0.0085,0.024674650632549675,1.46,1.0192094381371664,4.15,0.7436600722307893,0.84,0.7483314773547883,0.01,0.09999999999999999,15.36,3.2458831734610496,14.22,3.4099675640508353,4.64,3.2458831734610496,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,48.0,48.0,100,15.16,3.33248474046837,0.758,0.16662423702341847,0.242,0.16662423702341853,0.0,0.0,0.006000000000000002,0.019174899417644095,1.52,1.009850473980173,4.12,0.7558525857024841,0.86,0.7656778867530565,0.02,0.14070529413628968,15.22,3.2954820618844245,14.03,3.4537492437036934,4.78,3.2954820618844245,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,49.0,49.0,100,15.07,3.3371341966520687,0.7535,0.1668567098326034,0.24650000000000002,0.16685670983260345,0.0,0.0,0.004499999999999996,0.01438117456323306,1.52,1.009850473980173,4.08,0.747791360736348,0.89,0.750689918365335,0.03,0.1714466079977653,15.13,3.304893830718808,13.91,3.4731146327936324,4.87,3.304893830718807,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,50.0,50.0,100,14.9,3.3499585403736307,0.745,0.16749792701868152,0.255,0.16749792701868152,0.0,0.0,0.008500000000000002,0.021385117075275333,1.59,1.0059921480907301,4.04,0.751026233922893,0.93,0.7687718133556283,0.03,0.1714466079977653,14.96,3.3026466277025075,13.8,3.478650614966974,5.04,3.302646627702508,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,51.0,51.0,100,14.79,3.382351701154543,0.7395,0.16911758505772712,0.2605,0.16911758505772712,0.0,0.0,0.005499999999999997,0.017254775360092997,1.61,1.0139930069688936,4.02,0.7782394012491052,0.95,0.7571210756756961,0.03,0.1714466079977653,14.86,3.3635599226913375,13.73,3.398915453880291,5.14,3.3635599226913375,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,52.0,52.0,100,14.69,3.4162268748732214,0.7345,0.17081134374366105,0.2655,0.17081134374366114,0.0,0.0,0.005,0.018118576883486965,1.63,1.0215357818184114,4.0,0.7913675671030664,0.99,0.7976607212735412,0.01,0.09999999999999999,14.79,3.352354818375111,13.61,3.425675484521633,5.21,3.352354818375111,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,53.0,53.0,100,14.57,3.4267368227696235,0.7284999999999999,0.1713368411384812,0.2715,0.1713368411384812,0.0,0.0,0.0059999999999999975,0.017809315460503163,1.67,1.0254833794928915,3.98,0.7911122460552522,1.02,0.7911122460552521,0.0,0.0,14.68,3.3511041448900074,13.54,3.355742853826869,5.32,3.351104144890008,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,54.0,54.0,100,14.4,3.4406952550878205,0.72,0.17203476275439106,0.28,0.17203476275439097,0.0,0.0,0.008500000000000002,0.022535045658446825,1.73,1.0235114838514308,3.94,0.8142667272032567,1.06,0.8142667272032569,0.0,0.0,14.51,3.3439074705675056,13.47,3.3768522788436153,5.49,3.343907470567505,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,55.0,55.0,100,14.28,3.4173650431851486,0.7140000000000001,0.17086825215925752,0.28600000000000003,0.1708682521592575,0.0,0.0,0.006000000000000001,0.019174899417644088,1.78,1.01085022719401,3.92,0.824866074222986,1.07,0.819645156038991,0.01,0.1,14.38,3.356826302965768,13.38,3.3628391083557445,5.62,3.356826302965769,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,56.0,56.0,100,14.21,3.3942762278740832,0.7105,0.16971381139370412,0.2895,0.16971381139370412,0.0,0.0,0.003500000000000002,0.012821619998812143,1.81,1.0119987224010778,3.92,0.824866074222986,1.04,0.8030245854570612,0.04,0.19694638556693236,14.29,3.3433032718670277,13.27,3.271718419140225,5.71,3.343303271867027,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,57.0,57.0,100,14.13,3.3744584301736036,0.7065,0.1687229215086802,0.29350000000000004,0.16872292150868018,0.0,0.0,0.004000000000000001,0.013632996217214546,1.84,1.002219758558194,3.92,0.824866074222986,1.08,0.8248660742229859,0.0,0.0,14.25,3.2856437033638546,13.17,3.2754211696183186,5.75,3.2856437033638546,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,58.0,58.0,100,14.06,3.37495230044856,0.703,0.16874761502242802,0.297,0.16874761502242802,0.0,0.0,0.003500000000000001,0.01465943347810515,1.86,1.0052388027255266,3.9,0.8226589066968621,1.09,0.8176709965419212,0.01,0.09999999999999999,14.17,3.2969376669567136,13.03,3.220687548153078,5.83,3.2969376669567136,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
0,59.0,59.0,100,13.92,3.413224430080889,0.696,0.17066122150404442,0.30400000000000005,0.17066122150404445,0.0,0.0,0.006999999999999999,0.020125866566448884,1.93,1.0274514906585934,3.88,0.8321810214882651,1.09,0.8176709965419212,0.03,0.1714466079977653,14.01,3.337860561993734,12.99,3.2176753011194807,5.99,3.3378605619937347,5.0,0.0,20.0,0.0,4.0,0.0,1.0,0.0,0.63,0.7608474807008885
