RunId,radius_profile,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,mean_excess_service_units,final_excess_service_units,J_delta_dynamic,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
98,rd10_rp10_nominal,97,0.19366666666666665,1800.0,0.0,0.0,0.17166666666666666,0.0,0.2105,168.0,4,4,130.25
99,rd10_rp10_nominal,98,0.18841666666666665,1800.0,1.0,0.05,0.5166666666666667,0.0,0.20454166666666665,171.0,4,4,123.25
100,rd10_rp10_nominal,99,0.22400925925925924,1800.0,1.0,0.05,0.625,0.0,0.20134722222222223,298.0,4,3,78.66666666666667
101,rd25_rp25_potenziato,0,0.19221296296296297,1800.0,1.0,0.05,0.4811111111111111,0.0,0.14419444444444443,309.0,4,4,32.25
102,rd25_rp25_potenziato,1,0.16741666666666669,1800.0,1.0,0.05,0.34833333333333333,0.0,0.13099999999999998,394.0,4,4,27.25
103,rd25_rp25_potenziato,2,0.2214074074074074,1800.0,2.0,0.1,0.3466666666666667,0.0,0.1823611111111111,523.0,4,4,99.25
104,rd25_rp25_potenziato,3,0.17619444444444443,1800.0,0.0,0.0,0.17777777777777778,0.0,0.13904166666666667,390.0,4,4,42.5
105,rd25_rp25_potenziato,4,0.26499074074074075,1800.0,0.0,0.0,0.7905555555555556,0.0,0.17648611111111112,525.0,4,4,74.75
106,rd25_rp25_potenziato,5,0.201,1800.0,0.0,0.0,0.17444444444444446,0.0,0.16691666666666669,456.0,4,3,26.666666666666668
107,rd25_rp25_potenziato,6,0.18044444444444446,1800.0,0.0,0.0,0.17166666666666666,0.0,0.12445833333333332,520.0,4,4,19.75
108,rd25_rp25_potenziato,7,0.15688888888888888,1800.0,0.0,0.0,0.16777777777777778,0.0,0.11833333333333333,294.0,4,4,21.0
109,rd25_rp25_potenziato,8,0.16317592592592592,1800.0,1.0,0.05,0.41833333333333333,0.0,0.15180555555555555,196.0,4,4,27.5
110,rd25_rp25_potenziato,9,0.1952314814814815,1800.0,1.0,0.05,0.3161111111111111,0.0,0.18005555555555555,308.0,4,3,23.333333333333332
