RunId,initial_fleet_load,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
163,0.25,25.0,40,0.15566666666666668,600.0,0.0,0.0,117.0,0,0,
164,0.25,10.0,41,0.12966666666666665,600.0,0.0,0.0,115.0,0,0,
165,0.25,15.0,41,0.12366666666666667,600.0,0.0,0.0,119.0,0,0,
166,0.25,20.0,41,0.197,600.0,0.0,0.0,255.0,0,0,
167,0.25,25.0,41,0.15933333333333333,600.0,0.0,0.0,170.0,0,0,
168,0.25,10.0,42,0.14133333333333334,600.0,0.0,0.0,176.0,0,0,
169,0.25,15.0,42,0.11900000000000001,600.0,0.0,0.0,129.0,0,0,
170,0.25,20.0,42,0.189,600.0,0.0,0.0,274.0,0,0,
171,0.25,25.0,42,0.12233333333333335,600.0,0.0,0.0,120.0,0,0,
172,0.25,10.0,43,0.108,600.0,0.0,0.0,104.0,0,0,
173,0.25,15.0,43,0.107,600.0,0.0,0.0,92.0,0,0,
174,0.25,20.0,43,0.14166666666666666,600.0,0.0,0.0,202.0,0,0,
175,0.25,25.0,43,0.133,600.0,0.0,0.0,162.0,0,0,
176,0.25,10.0,44,0.095,600.0,0.0,0.0,107.0,0,0,
177,0.25,15.0,44,0.07133333333333335,600.0,0.0,0.0,83.0,0,0,
178,0.25,20.0,44,0.07266666666666667,600.0,0.0,0.0,85.0,0,0,
179,0.25,25.0,44,0.07233333333333333,600.0,0.0,0.0,81.0,0,0,
180,0.25,10.0,45,0.16766666666666669,600.0,0.0,0.0,202.0,0,0,
181,0.25,15.0,45,0.161,600.0,0.0,0.0,173.0,0,0,
182,0.25,20.0,45,0.17233333333333334,600.0,0.0,0.0,159.0,0,0,
183,0.25,25.0,45,0.20433333333333334,600.0,0.0,0.0,218.0,0,0,
184,0.25,10.0,46,0.195,600.0,0.0,0.0,151.0,0,0,
185,0.25,15.0,46,0.18166666666666667,600.0,0.0,0.0,155.0,0,0,
186,0.25,20.0,46,0.16533333333333333,600.0,0.0,0.0,137.0,0,0,
187,0.25,25.0,46,0.151,600.0,0.0,0.0,107.0,0,0,
188,0.25,10.0,47,0.19266666666666668,600.0,0.0,0.0,317.0,0,0,
189,0.25,15.0,47,0.14666666666666667,600.0,0.0,0.0,148.0,0,0,
190,0.25,20.0,47,0.12533333333333332,600.0,0.0,0.0,121.0,0,0,
191,0.25,25.0,47,0.12433333333333335,600.0,0.0,0.0,118.0,0,0,
192,0.25,10.0,48,0.13366666666666668,600.0,0.0,0.0,93.0,0,0,
193,0.25,15.0,48,0.14900000000000002,600.0,0.0,0.0,138.0,0,0,
194,0.25,20.0,48,0.195,600.0,0.0,0.0,284.0,0,0,
195,0.25,25.0,48,0.127,600.0,0.0,0.0,99.0,0,0,
196,0.25,10.0,49,0.19166666666666668,600.0,0.0,0.0,227.0,0,0,
197,0.25,15.0,49,0.17166666666666666,600.0,0.0,0.0,249.0,0,0,
198,0.25,20.0,49,0.11866666666666667,600.0,0.0,0.0,102.0,0,0,
199,0.25,25.0,49,0.15466666666666667,600.0,0.0,0.0,183.0,0,0,
200,0.25,10.0,50,0.09366666666666668,600.0,0.0,0.0,112.0,0,0,
201,0.25,15.0,50,0.13799999999999998,600.0,0.0,0.0,213.0,0,0,
202,0.25,20.0,50,0.09333333333333334,600.0,0.0,0.0,103.0,0,0,
203,0.25,25.0,50,0.091,600.0,0.0,0.0,101.0,0,0,
204,0.25,10.0,51,0.14133333333333334,600.0,0.0,0.0,130.0,0,0,
205,0.25,15.0,51,0.14733333333333334,600.0,0.0,0.0,127.0,0,0,
206,0.25,20.0,51,0.14833333333333334,600.0,0.0,0.0,154.0,0,0,
207,0.25,25.0,51,0.1406666666666667,600.0,0.0,0.0,137.0,0,0,
208,0.25,10.0,52,0.1406666666666667,600.0,0.0,0.0,173.0,0,0,
