RunId,cohere,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
245,0.15,49,0.2737222222222222,600.0,4.0,0.1333333333333333,100.0,0,0,
246,0.25,49,0.2844999999999999,600.0,5.0,0.1666666666666666,100.0,0,0,
247,0.35,49,0.29277777777777775,600.0,4.0,0.1333333333333333,100.0,0,0,
248,0.45,49,0.2902222222222222,600.0,4.0,0.1333333333333333,100.0,0,0,
249,0.6,49,0.2891666666666667,600.0,4.0,0.1333333333333333,100.0,0,0,
250,0.15,50,0.4372222222222222,600.0,11.0,0.3666666666666666,91.0,0,0,
251,0.25,50,0.4212222222222222,600.0,10.0,0.3333333333333333,82.0,0,0,
252,0.35,50,0.4641111111111111,600.0,10.0,0.3333333333333333,429.0,0,0,
253,0.45,50,0.43022222222222223,600.0,10.0,0.3333333333333333,160.0,0,0,
254,0.6,50,0.4872777777777778,600.0,11.0,0.3666666666666666,400.0,0,0,
255,0.15,51,0.4755555555555555,600.0,10.0,0.3333333333333333,273.0,0,0,
256,0.25,51,0.4604999999999999,600.0,10.0,0.3333333333333333,248.0,0,0,
257,0.35,51,0.4825,600.0,10.0,0.3333333333333333,269.0,0,0,
258,0.45,51,0.5213888888888889,600.0,11.0,0.3666666666666666,550.0,0,0,
259,0.6,51,0.5175,600.0,12.0,0.4,582.0,0,0,
260,0.15,52,0.4095555555555555,600.0,10.0,0.3333333333333333,96.0,0,0,
261,0.25,52,0.40877777777777774,600.0,10.0,0.3333333333333333,94.0,0,0,
262,0.35,52,0.40788888888888886,600.0,10.0,0.3333333333333333,94.0,0,0,
263,0.45,52,0.40705555555555556,600.0,10.0,0.3333333333333333,92.0,0,0,
264,0.6,52,0.40777777777777774,600.0,10.0,0.3333333333333333,93.0,0,0,
265,0.15,53,0.4017777777777778,600.0,9.0,0.3,137.0,0,0,
266,0.25,53,0.39049999999999996,600.0,8.0,0.2666666666666666,132.0,0,0,
267,0.35,53,0.36649999999999994,600.0,7.0,0.2333333333333333,235.0,0,0,
268,0.45,53,0.38127777777777777,600.0,6.0,0.2,147.0,0,0,
269,0.6,53,0.4032777777777778,600.0,6.0,0.2,268.0,0,0,
270,0.15,54,0.4090555555555555,600.0,10.0,0.3333333333333333,114.0,0,0,
271,0.25,54,0.4096666666666666,600.0,10.0,0.3333333333333333,118.0,0,0,
272,0.35,54,0.43661111111111106,600.0,10.0,0.3333333333333333,133.0,0,0,
273,0.45,54,0.4097222222222222,600.0,10.0,0.3333333333333333,114.0,0,0,
274,0.6,54,0.4111111111111111,600.0,10.0,0.3333333333333333,117.0,0,0,
275,0.15,55,0.4240555555555555,600.0,11.0,0.3666666666666666,75.0,0,0,
276,0.25,55,0.4487777777777778,600.0,12.0,0.4,79.0,0,0,
277,0.35,55,0.42877777777777776,600.0,11.0,0.3666666666666666,79.0,0,0,
278,0.45,55,0.42288888888888887,600.0,10.0,0.3333333333333333,83.0,0,0,
279,0.6,55,0.42572222222222217,600.0,11.0,0.3666666666666666,83.0,0,0,
280,0.15,56,0.3189444444444444,600.0,4.0,0.1333333333333333,121.0,0,0,
281,0.25,56,0.3262777777777778,600.0,4.0,0.1333333333333333,121.0,0,0,
282,0.35,56,0.32344444444444437,600.0,5.0,0.1666666666666666,121.0,0,0,
283,0.45,56,0.3406666666666667,600.0,5.0,0.1666666666666666,121.0,0,0,
284,0.6,56,0.33377777777777773,600.0,4.0,0.1333333333333333,121.0,0,0,
285,0.15,57,0.45144444444444437,600.0,10.0,0.3333333333333333,301.0,0,0,
286,0.25,57,0.43444444444444436,600.0,10.0,0.3333333333333333,222.0,0,0,
287,0.35,57,0.43883333333333324,600.0,11.0,0.3666666666666666,143.0,0,0,
288,0.45,57,0.42627777777777776,600.0,10.0,0.3333333333333333,160.0,0,0,
289,0.6,57,0.43022222222222223,600.0,10.0,0.3333333333333333,160.0,0,0,
290,0.15,58,0.3470555555555555,600.0,8.0,0.2666666666666666,86.0,0,0,
291,0.25,58,0.3468888888888888,600.0,8.0,0.2666666666666666,86.0,0,0,
292,0.35,58,0.34683333333333327,600.0,8.0,0.2666666666666666,86.0,0,0,
293,0.45,58,0.3483333333333333,600.0,8.0,0.2666666666666666,86.0,0,0,
294,0.6,58,0.34677777777777774,600.0,8.0,0.2666666666666666,86.0,0,0,
295,0.15,59,0.3784444444444444,600.0,10.0,0.3333333333333333,60.0,0,0,
296,0.25,59,0.3782777777777777,600.0,10.0,0.3333333333333333,60.0,0,0,
297,0.35,59,0.3783333333333333,600.0,10.0,0.3333333333333333,60.0,0,0,
298,0.45,59,0.3783333333333333,600.0,10.0,0.3333333333333333,60.0,0,0,
