RunId,match,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
217,0.05,25.0,21,0.5097777777777777,600.0,10.0,0.3333333333333333,343.0,0,0,
218,0.1,25.0,21,0.4483333333333333,600.0,10.0,0.3333333333333333,195.0,0,0,
219,0.2,25.0,21,0.4384444444444444,600.0,10.0,0.3333333333333333,109.0,0,0,
220,0.0,10.0,22,0.43555555555555553,600.0,10.0,0.3333333333333333,196.0,0,0,
221,0.025,10.0,22,0.4697777777777778,600.0,10.0,0.3333333333333333,269.0,0,0,
222,0.05,10.0,22,0.44355555555555554,600.0,11.0,0.3666666666666666,271.0,0,0,
223,0.1,10.0,22,0.44527777777777783,600.0,10.0,0.3333333333333333,241.0,0,0,
224,0.2,10.0,22,0.44599999999999995,600.0,10.0,0.3333333333333333,218.0,0,0,
225,0.0,25.0,22,0.4295555555555556,600.0,11.0,0.3666666666666666,80.0,0,0,
226,0.025,25.0,22,0.3851111111111111,600.0,9.0,0.3,74.0,0,0,
227,0.05,25.0,22,0.44149999999999995,600.0,9.0,0.3,292.0,0,0,
228,0.1,25.0,22,0.38322222222222224,600.0,9.0,0.3,62.0,0,0,
229,0.2,25.0,22,0.3877222222222222,600.0,10.0,0.3333333333333333,109.0,0,0,
230,0.0,10.0,23,0.5346666666666667,600.0,10.0,0.3333333333333333,425.0,0,0,
231,0.025,10.0,23,0.4572777777777778,600.0,10.0,0.3333333333333333,235.0,0,0,
232,0.05,10.0,23,0.4301111111111111,600.0,10.0,0.3333333333333333,134.0,0,0,
233,0.1,10.0,23,0.44838888888888884,600.0,10.0,0.3333333333333333,199.0,0,0,
234,0.2,10.0,23,0.3981666666666666,600.0,9.0,0.3,122.0,0,0,
235,0.0,25.0,23,0.3987222222222222,600.0,9.0,0.3,150.0,0,0,
236,0.025,25.0,23,0.3813333333333333,600.0,9.0,0.3,98.0,0,0,
237,0.05,25.0,23,0.35288888888888886,600.0,8.0,0.2666666666666666,88.0,0,0,
238,0.1,25.0,23,0.3321111111111111,600.0,7.0,0.2333333333333333,95.0,0,0,
