RunId,point_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
328,10.0,82,0.4477222222222222,600.0,10.0,0.3333333333333333,213.0,0,0,
329,15.0,82,0.4348888888888889,600.0,10.0,0.3333333333333333,157.0,0,0,
330,20.0,82,0.46149999999999997,600.0,10.0,0.3333333333333333,295.0,0,0,
331,25.0,82,0.4221111111111111,600.0,10.0,0.3333333333333333,144.0,0,0,
332,10.0,83,0.4425,600.0,10.0,0.3333333333333333,221.0,0,0,
333,15.0,83,0.42088888888888887,600.0,10.0,0.3333333333333333,152.0,0,0,
334,20.0,83,0.424,600.0,10.0,0.3333333333333333,160.0,0,0,
335,25.0,83,0.4127222222222222,600.0,10.0,0.3333333333333333,143.0,0,0,
336,10.0,84,0.37738888888888883,600.0,7.0,0.2333333333333333,214.0,0,0,
337,15.0,84,0.44655555555555554,600.0,8.0,0.2666666666666666,199.0,0,0,
338,20.0,84,0.35727777777777775,600.0,6.0,0.2,113.0,0,0,
339,25.0,84,0.34355555555555556,600.0,4.0,0.1333333333333333,85.0,0,0,
340,10.0,85,0.4072222222222222,600.0,10.0,0.3333333333333333,151.0,0,0,
341,15.0,85,0.43538888888888894,600.0,10.0,0.3333333333333333,210.0,0,0,
342,20.0,85,0.3887222222222222,600.0,10.0,0.3333333333333333,92.0,0,0,
343,25.0,85,0.38855555555555554,600.0,10.0,0.3333333333333333,99.0,0,0,
344,10.0,86,0.4283888888888888,600.0,10.0,0.3333333333333333,108.0,0,0,
345,15.0,86,0.4330555555555555,600.0,10.0,0.3333333333333333,164.0,0,0,
346,20.0,86,0.4675555555555555,600.0,10.0,0.3333333333333333,318.0,0,0,
347,25.0,86,0.4622222222222222,600.0,10.0,0.3333333333333333,256.0,0,0,
348,10.0,87,0.4235,600.0,10.0,0.3333333333333333,93.0,0,0,
349,15.0,87,0.4230555555555555,600.0,10.0,0.3333333333333333,130.0,0,0,
350,20.0,87,0.40505555555555556,600.0,10.0,0.3333333333333333,94.0,0,0,
351,25.0,87,0.4225,600.0,10.0,0.3333333333333333,169.0,0,0,
352,10.0,88,0.386,600.0,10.0,0.3333333333333333,94.0,0,0,
353,15.0,88,0.3854444444444444,600.0,10.0,0.3333333333333333,96.0,0,0,
354,20.0,88,0.414,600.0,10.0,0.3333333333333333,160.0,0,0,
355,25.0,88,0.41027777777777774,600.0,10.0,0.3333333333333333,137.0,0,0,
356,10.0,89,0.44461111111111107,600.0,10.0,0.3333333333333333,179.0,0,0,
357,15.0,89,0.44883333333333325,600.0,10.0,0.3333333333333333,133.0,0,0,
358,20.0,89,0.43611111111111106,600.0,10.0,0.3333333333333333,130.0,0,0,
359,25.0,89,0.4180555555555555,600.0,10.0,0.3333333333333333,110.0,0,0,
360,10.0,90,0.4357777777777777,600.0,10.0,0.3333333333333333,115.0,0,0,
361,15.0,90,0.42566666666666664,600.0,10.0,0.3333333333333333,113.0,0,0,
362,20.0,90,0.4777777777777778,600.0,10.0,0.3333333333333333,337.0,0,0,
363,25.0,90,0.4347222222222222,600.0,10.0,0.3333333333333333,255.0,0,0,
364,10.0,91,0.27338888888888885,600.0,4.0,0.1333333333333333,63.0,0,0,
365,15.0,91,0.346,600.0,5.0,0.1666666666666666,71.0,0,0,
366,20.0,91,0.2922222222222222,600.0,5.0,0.1666666666666666,104.0,0,0,
367,25.0,91,0.24572222222222218,600.0,4.0,0.1333333333333333,61.0,0,0,
368,10.0,92,0.3207777777777777,600.0,5.0,0.1666666666666666,119.0,0,0,
369,15.0,92,0.37711111111111106,600.0,8.0,0.2666666666666666,124.0,0,0,
370,20.0,92,0.3828888888888889,600.0,10.0,0.3333333333333333,85.0,0,0,
371,25.0,92,0.35877777777777775,600.0,8.0,0.2666666666666666,88.0,0,0,
372,10.0,93,0.39844444444444443,600.0,7.0,0.2333333333333333,181.0,0,0,
373,15.0,93,0.3933333333333333,600.0,6.0,0.2,163.0,0,0,
