point_sensing_radius,Step,simulated_time_s,replications,residual_deficit_mean,residual_deficit_std,normalized_deficit_mean,normalized_deficit_std,capacity_adjusted_coverage_mean,capacity_adjusted_coverage_std,normalized_unavoidable_deficit_mean,normalized_unavoidable_deficit_std,r_delta_mean,r_delta_std,covered_points_mean,covered_points_std,underserved_points_mean,underserved_points_std,exactly_satisfied_points_mean,exactly_satisfied_points_std,overserved_points_mean,overserved_points_std,idle_drones_mean,idle_drones_std,exploring_drones_mean,exploring_drones_std,stationing_drones_mean,stationing_drones_std,active_points_mean,active_points_std,total_demand_mean,total_demand_std,mean_demand_per_point_mean,mean_demand_per_point_std,fleet_load_mean,fleet_load_std,overlapping_zones_mean,overlapping_zones_std
10.0,10.0,10.0,100,29.98,0.14070529413629035,0.9993333333333334,0.004690176471209598,0.001,0.007035264706814486,0.33333333333333326,0.0,0.0006666666666666643,0.004690176471209637,0.02,0.1407052941362897,5.0,0.0,0.0,0.0,0.0,0.0,19.98,0.14070529413629035,18.82,1.871530459978214,0.02,0.1407052941362897,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,11.0,11.0,100,29.93,0.2931886695621027,0.9976666666666667,0.00977295565207006,0.0035000000000000005,0.014659433478105145,0.33333333333333326,0.0,0.0016666666666666642,0.007301430451919666,0.06,0.238683256575942,5.0,0.0,0.0,0.0,0.0,0.0,19.93,0.2931886695621027,18.64,2.0914448149882925,0.07,0.2931886695621029,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,12.0,12.0,100,29.91,0.32082595426382343,0.997,0.010694198475460775,0.0045000000000000005,0.016041297713191172,0.33333333333333326,0.0,0.0006666666666666643,0.004690176471209637,0.08,0.2726599243442907,5.0,0.0,0.0,0.0,0.0,0.0,19.91,0.32082595426382343,18.26,2.7510145052472565,0.09,0.32082595426382343,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,13.0,13.0,100,29.85,0.5000000000000002,0.995,0.016666666666666687,0.0075,0.024999999999999994,0.33333333333333326,0.0,0.002000000000000003,0.009259932635447155,0.1,0.30151134457776363,5.0,0.0,0.0,0.0,0.0,0.0,19.85,0.5000000000000002,18.04,3.0114931361520494,0.15,0.49999999999999994,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,14.0,14.0,100,29.77,0.6942039987778754,0.9923333333333333,0.023140133292595823,0.0115,0.03471019993889376,0.33333333333333326,0.0,0.002666666666666665,0.010249414863810756,0.13,0.33799766898963113,5.0,0.0,0.0,0.0,0.0,0.0,19.77,0.6942039987778754,17.78,3.2148016260648955,0.23,0.694203998777875,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,15.0,15.0,100,29.67,0.8047209190618557,0.9890000000000001,0.026824030635395194,0.0165,0.040236045953092776,0.33333333333333326,0.0,0.0033333333333333257,0.010050378152592099,0.2,0.40201512610368484,5.0,0.0,0.0,0.0,0.0,0.0,19.67,0.8047209190618557,17.58,3.4028508547090244,0.33,0.8047209190618557,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,16.0,16.0,100,29.52,1.1324417170098613,0.9840000000000001,0.037748057233662015,0.024,0.056622085850493054,0.33333333333333326,0.0,0.005000000000000001,0.015979082848036754,0.23,0.4461960433384737,5.0,0.0,0.0,0.0,0.0,0.0,19.52,1.1324417170098613,17.11,3.879224643969958,0.48,1.132441717009861,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,17.0,17.0,100,29.43,1.2733079483428709,0.981,0.04244359827809569,0.0285,0.06366539741714354,0.33333333333333326,0.0,0.0030000000000000005,0.010694198475460784,0.27,0.4893822120745192,4.99,0.09999999999999988,0.0,0.0,0.01,0.1,19.42,1.3194734180763559,16.84,4.152934948547676,0.58,1.3194734180763554,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,18.0,18.0,100,29.22,1.5607560975244006,0.9740000000000001,0.05202520325081335,0.039,0.07803780487622003,0.33333333333333326,0.0,0.006999999999999999,0.020811267775947714,0.33,0.5328596381218922,4.98,0.14070529413628963,0.01,0.09999999999999998,0.01,0.1,19.23,1.5689860329898329,16.65,4.30966731004057,0.77,1.5689860329898324,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,19.0,19.0,100,29.01,1.7950267998337,0.9670000000000001,0.05983422666112333,0.0495,0.08975133999168498,0.33333333333333326,0.0,0.007000000000000007,0.017275089920520407,0.39,0.5842201051942079,4.96,0.1969463855669324,0.04,0.19694638556693236,0.0,0.0,19.03,1.7721470171814335,16.37,4.478128667606187,0.97,1.7721470171814333,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,20.0,20.0,100,28.82,2.001918271977348,0.9606666666666667,0.06673060906591156,0.059000000000000004,0.10009591359886733,0.33333333333333326,0.0,0.006333333333333334,0.018161885819505723,0.42,0.6224746962525848,4.95,0.21904291355759029,0.05,0.21904291355759034,0.0,0.0,18.84,1.9833651639920915,16.06,4.724361963228046,1.16,1.983365163992091,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,21.0,21.0,100,28.55,2.253504565844684,0.9516666666666667,0.0751168188614894,0.0725,0.1126752282922341,0.33333333333333326,0.0,0.00899999999999999,0.024552104515482346,0.48,0.6432242017658957,4.94,0.23868325657594197,0.06,0.23868325657594205,0.0,0.0,18.57,2.2394759487997487,15.82,4.787146088931031,1.43,2.2394759487997464,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,22.0,22.0,100,28.4,2.424621182533032,0.9466666666666668,0.0808207060844344,0.08,0.12123105912665161,0.33333333333333326,0.0,0.005,0.015260550434078913,0.52,0.68872595010166,4.92,0.27265992434429065,0.08,0.27265992434429065,0.0,0.0,18.42,2.412844417242476,15.48,5.026153819992203,1.58,2.412844417242476,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,23.0,23.0,100,28.2,2.613098319673951,0.94,0.08710327732246502,0.09,0.13065491598369758,0.33333333333333326,0.0,0.00666666666666667,0.018951174787165372,0.53,0.7028800779936815,4.87,0.3379976689896311,0.12,0.32659863237109044,0.01,0.09999999999999998,18.2,2.6514718611184676,15.3,5.131601439446884,1.8,2.651471861118467,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,24.0,24.0,100,27.98,2.7779070676982127,0.9326666666666666,0.09259690225660704,0.10099999999999999,0.1388953533849106,0.33333333333333326,0.0,0.007333333333333327,0.018700786517846856,0.6,0.7247430753394787,4.86,0.348735088019777,0.13,0.3379976689896312,0.01,0.09999999999999998,18.01,2.7615505818582466,15.28,4.968750833809727,1.99,2.7615505818582466,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,25.0,25.0,100,27.79,2.8930253990582178,0.9263333333333335,0.09643417996860729,0.1105,0.1446512699529109,0.33333333333333326,0.0,0.006333333333333333,0.017533037597843887,0.63,0.7608474807008886,4.86,0.348735088019777,0.13,0.33799766898963113,0.01,0.1,17.83,2.867635495200414,14.96,5.014967496395065,2.17,2.8676354952004157,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,26.0,26.0,100,27.6,3.0944720996896344,0.92,0.10314906998965452,0.12,0.15472360498448173,0.33333333333333326,0.0,0.006333333333333332,0.01475197108707796,0.68,0.8025212794938238,4.84,0.3684529491774706,0.16,0.3684529491774706,0.0,0.0,17.65,3.049672941563579,14.75,5.0719569669652635,2.35,3.049672941563579,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,27.0,27.0,100,27.42,3.2850441627952502,0.914,0.10950147209317505,0.129,0.16425220813976257,0.33333333333333326,0.0,0.006000000000000001,0.015264227232213008,0.7,0.7977240352174655,4.81,0.442559132612339,0.19,0.44255913261233903,0.0,0.0,17.47,3.233208369968808,14.48,5.137463902893659,2.53,3.2332083699688092,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,28.0,28.0,100,27.21,3.432744874548263,0.907,0.11442482915160877,0.13949999999999999,0.17163724372741318,0.33333333333333326,0.0,0.007000000000000006,0.015201600719068962,0.75,0.8211226608993473,4.79,0.45604802157206853,0.2,0.4494665749754947,0.01,0.09999999999999999,17.25,3.4034296427770214,14.3,5.018148879997303,2.75,3.4034296427770223,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,29.0,29.0,100,27.01,3.554752118821034,0.9003333333333333,0.11849173729403444,0.1495,0.17773760594105165,0.33333333333333326,0.0,0.006666666666666663,0.015713484026367717,0.79,0.844411216783803,4.78,0.46231739501923746,0.21,0.4333333333333333,0.01,0.09999999999999998,17.05,3.5316033500695143,14.0,5.323855214356824,2.95,3.531603350069515,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,30.0,30.0,100,26.81,3.6395554174052136,0.8936666666666666,0.12131851391350715,0.1595,0.18197777087026065,0.33333333333333326,0.0,0.006666666666666675,0.01571348402636774,0.82,0.857291954324485,4.76,0.4739688435398097,0.23,0.46828722947879897,0.01,0.1,16.84,3.6033654302946325,13.68,5.402730323595189,3.16,3.6033654302946325,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,31.0,31.0,100,26.59,3.779516830859134,0.8863333333333334,0.12598389436197113,0.1705,0.18897584154295674,0.33333333333333326,0.0,0.00733333333333333,0.01680414678125657,0.86,0.8647998542314793,4.73,0.5096047190685833,0.24,0.49482166974424724,0.03,0.1714466079977653,16.61,3.7440727567824874,13.44,5.543801707649487,3.39,3.744072756782487,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,32.0,32.0,100,26.4,3.9619401430321606,0.88,0.1320646714344054,0.18,0.198097007151608,0.33333333333333326,0.0,0.00633333333333333,0.017533037597843887,0.87,0.8605260312768291,4.7,0.5412294272573257,0.28,0.5333333333333334,0.02,0.1407052941362897,16.42,3.92654781936726,13.07,5.651950588473456,3.58,3.9265478193672596,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,33.0,33.0,100,26.25,3.990835460999072,0.875,0.1330278486999691,0.1875,0.19954177304995357,0.33333333333333326,0.0,0.005000000000000007,0.011962342709421241,0.89,0.8515582864088137,4.69,0.544856574585172,0.28,0.5333333333333334,0.03,0.1714466079977653,16.27,3.956467662402457,13.04,5.532128382859932,3.73,3.956467662402457,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,34.0,34.0,100,26.08,4.096512436379771,0.8693333333333334,0.13655041454599245,0.196,0.2048256218189886,0.33333333333333326,0.0,0.00566666666666667,0.014256744716850223,0.92,0.8608194357762264,4.65,0.5573204290227127,0.34,0.5545040554177645,0.01,0.09999999999999998,16.12,4.048394119832572,12.79,5.585506135336241,3.88,4.048394119832573,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,35.0,35.0,100,25.91,4.119662141683,0.8636666666666667,0.13732207138943334,0.2045,0.20598310708415,0.33333333333333326,0.0,0.005666666666666668,0.01502336377229788,0.94,0.8506681865665152,4.62,0.5646130345536484,0.34,0.5545040554177646,0.04,0.19694638556693236,15.92,4.135776404092278,12.67,5.458854358662715,4.08,4.135776404092278,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,36.0,36.0,100,25.71,4.105416476369292,0.857,0.13684721587897636,0.2145,0.20527082381846454,0.33333333333333326,0.0,0.006666666666666661,0.018349396085439337,0.99,0.8586458683722453,4.61,0.566666666666667,0.38,0.5646130345536479,0.01,0.1,15.75,4.073503939292847,12.64,5.321046452863887,4.25,4.073503939292846,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,37.0,37.0,100,25.51,4.154819521053261,0.8503333333333333,0.13849398403510874,0.2245,0.20774097605266306,0.33333333333333326,0.0,0.006666666666666667,0.016412198797244353,1.03,0.8581751840181855,4.59,0.5876678784428632,0.39,0.5666666666666667,0.02,0.14070529413628968,15.53,4.127892313214451,12.36,5.457864310175074,4.47,4.127892313214451,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,38.0,38.0,100,25.26,4.28202727405578,0.8420000000000001,0.142734242468526,0.237,0.214101363702789,0.33333333333333326,0.0,0.008333333333333333,0.018577347634090424,1.08,0.8608194357762263,4.52,0.643224201765896,0.46,0.626357112455213,0.02,0.1407052941362897,15.29,4.245722743675287,12.03,5.4558929312045406,4.71,4.245722743675288,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,39.0,39.0,100,25.04,4.310944493291745,0.8346666666666667,0.14369814977639153,0.248,0.2155472246645873,0.33333333333333326,0.0,0.007333333333333334,0.018700786517846867,1.14,0.8878529316744009,4.48,0.6587407638361193,0.48,0.6432242017658957,0.04,0.19694638556693234,15.07,4.3,11.9,5.338066081920446,4.93,4.299999999999999,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,40.0,40.0,100,24.78,4.3148323000758415,0.826,0.1438277433358614,0.26099999999999995,0.21574161500379208,0.33333333333333326,0.0,0.00866666666666667,0.021513965917919375,1.17,0.8768054965543265,4.45,0.6723244767373875,0.51,0.6589707309451796,0.04,0.19694638556693236,14.81,4.29868431833356,11.81,5.283278366982976,5.19,4.298684318333562,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,41.0,41.0,100,24.56,4.335244333869019,0.8186666666666668,0.14450814446230062,0.272,0.21676221669345097,0.33333333333333326,0.0,0.007333333333333334,0.01809068067466582,1.18,0.8805416147766869,4.39,0.6947857747012909,0.57,0.6854181058288289,0.04,0.19694638556693236,14.6,4.304097178881133,11.71,5.199640624722311,5.4,4.304097178881133,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,42.0,42.0,100,24.42,4.348876552941837,0.8140000000000001,0.1449625517647279,0.27899999999999997,0.21744382764709183,0.33333333333333326,0.0,0.00466666666666666,0.013417244377632573,1.22,0.8828329057040971,4.38,0.6931118527366563,0.6,0.6816498108607268,0.02,0.1407052941362897,14.48,4.307569095806998,11.73,5.132300171512288,5.52,4.307569095806997,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,43.0,43.0,100,24.13,4.298590325662448,0.8043333333333333,0.14328634418874828,0.2935,0.21492951628312235,0.33333333333333326,0.0,0.009666666666666667,0.01970318472266573,1.28,0.877093455278814,4.34,0.6849021164304496,0.61,0.680092091209163,0.05,0.2190429135575903,14.15,4.27908939619238,11.52,5.068181591701765,5.85,4.27908939619238,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,44.0,44.0,100,23.99,4.316973781048783,0.7996666666666666,0.14389912603495944,0.3005,0.21584868905243915,0.33333333333333326,0.0,0.004666666666666667,0.013417244377632587,1.34,0.9451631252505216,4.33,0.6824643402827548,0.65,0.6871842709362769,0.02,0.14070529413628968,14.05,4.276728193421232,11.39,5.080950758082645,5.95,4.276728193421233,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,45.0,45.0,100,23.74,4.324279586173162,0.7913333333333334,0.14414265287243883,0.313,0.21621397930865813,0.33333333333333326,0.0,0.008333333333333342,0.017326986665059045,1.36,0.9483638222717792,4.28,0.6974701760395542,0.71,0.7005769628014332,0.01,0.09999999999999999,13.82,4.2649144129155685,11.19,5.239120521460051,6.18,4.2649144129155685,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,46.0,46.0,100,23.55,4.388633159663839,0.785,0.14628777198879464,0.3225,0.21943165798319192,0.33333333333333326,0.0,0.006333333333333333,0.019358395459011447,1.38,0.9511290473150658,4.27,0.6942039987778752,0.71,0.7005769628014333,0.02,0.1407052941362897,13.63,4.312666334078131,11.25,5.1254465191046545,6.37,4.3126663340781315,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,47.0,47.0,100,23.37,4.384672568773356,0.779,0.1461557522924452,0.33149999999999996,0.21923362843866775,0.33333333333333326,0.0,0.0059999999999999975,0.015982594348540186,1.4,0.9428090415820632,4.26,0.7052472881009452,0.72,0.7118052168020875,0.02,0.1407052941362897,13.46,4.309772779873833,11.13,5.102296967389721,6.54,4.309772779873833,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,48.0,48.0,100,23.21,4.369996417260394,0.7736666666666667,0.1456665472420132,0.3395,0.21849982086301975,0.33333333333333326,0.0,0.005333333333333331,0.014770978917519925,1.44,0.9462312272132724,4.21,0.700576962801433,0.78,0.7046741492105812,0.01,0.09999999999999999,13.31,4.305727920955169,10.98,5.098979894017621,6.69,4.30572792095517,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,49.0,49.0,100,23.07,4.388356955362311,0.769,0.14627856517874369,0.3465,0.21941784776811551,0.33333333333333326,0.0,0.004666666666666667,0.01341724437763259,1.47,0.9369518599580172,4.16,0.7066781016799231,0.82,0.7018014338295789,0.02,0.19999999999999998,13.18,4.295593231687703,10.9,5.0761872274057005,6.82,4.295593231687703,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,50.0,50.0,100,22.91,4.31369676704098,0.7636666666666667,0.14378989223469935,0.35450000000000004,0.215684838352049,0.33333333333333326,0.0,0.0053333333333333375,0.016897392861677976,1.52,0.9372213390570227,4.17,0.697108023163983,0.82,0.7018014338295788,0.01,0.09999999999999999,13.01,4.258076105615319,10.72,5.003190901006995,6.99,4.25807610561532,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,51.0,51.0,100,22.7,4.363531143512561,0.7566666666666667,0.1454510381170854,0.365,0.21817655717562803,0.33333333333333326,0.0,0.006999999999999998,0.01592279352172079,1.55,0.9360890055238477,4.15,0.7017294652672372,0.83,0.697108023163983,0.02,0.1407052941362897,12.81,4.291629155470078,10.4,5.04524979109513,7.19,4.291629155470078,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,52.0,52.0,100,22.51,4.414153086917974,0.7503333333333333,0.14713843623059908,0.37450000000000006,0.2207076543458987,0.33333333333333326,0.0,0.00633333333333334,0.014751971087077978,1.56,0.935495331442929,4.09,0.7120180453961099,0.9,0.7177405625652735,0.01,0.1,12.63,4.322024871503979,10.23,4.992630933321993,7.37,4.322024871503979,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,53.0,53.0,100,22.34,4.397474022410796,0.7446666666666667,0.14658246741369318,0.38299999999999995,0.21987370112053972,0.33333333333333326,0.0,0.005666666666666662,0.013446489534747742,1.62,0.9076554323301237,4.08,0.7061061241667986,0.91,0.6976873775321413,0.01,0.1,12.45,4.323707257024282,10.2,4.896917191437688,7.55,4.3237072570242825,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,54.0,54.0,100,22.18,4.432159789994083,0.7393333333333334,0.14773865966646954,0.391,0.2216079894997042,0.33333333333333326,0.0,0.005333333333333337,0.013990537125802662,1.64,0.9268170795739034,4.07,0.6999999999999998,0.88,0.6857864319910612,0.05,0.21904291355759034,12.27,4.359721518305007,9.84,4.896339593425012,7.73,4.359721518305008,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,55.0,55.0,100,22.02,4.4675711431595495,0.7340000000000001,0.14891903810531829,0.39899999999999997,0.22337855715797741,0.33333333333333326,0.0,0.005333333333333336,0.014770978917519936,1.64,0.9268170795739034,4.03,0.7028800779936817,0.96,0.709531072916714,0.01,0.09999999999999999,12.17,4.3206223831501145,9.74,4.8505336580294705,7.83,4.3206223831501145,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,56.0,56.0,100,21.84,4.4624584427796465,0.728,0.1487486147593216,0.408,0.22312292213898238,0.33333333333333326,0.0,0.006,0.014510339206347912,1.69,0.950225916784684,4.01,0.6889459083603476,0.97,0.7028800779936817,0.02,0.1407052941362897,11.98,4.336781844602835,9.74,4.751650430974674,8.02,4.336781844602835,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,57.0,57.0,100,21.69,4.516401088021167,0.723,0.15054670293403896,0.4155,0.22582005440105835,0.33333333333333326,0.0,0.004999999999999998,0.013710981778281034,1.71,0.9352253550061957,3.98,0.7244642743769252,0.99,0.7176701923937657,0.03,0.22270150335361366,11.83,4.37867882846279,9.58,4.6951081355002255,8.17,4.378678828462791,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,58.0,58.0,100,21.56,4.55121251465314,0.7186666666666666,0.1517070838217714,0.42200000000000004,0.22756062573265695,0.33333333333333326,0.0,0.004333333333333332,0.01310837156792324,1.74,0.9387289924212,3.99,0.7316095442601368,1.01,0.7316095442601369,0.0,0.0,11.71,4.4159833662400825,9.48,4.613287790982072,8.29,4.4159833662400825,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,59.0,59.0,100,21.41,4.503859175723357,0.7136666666666666,0.15012863919077857,0.42950000000000005,0.22519295878616777,0.33333333333333326,0.0,0.004999999999999999,0.014506471329641484,1.76,0.9333333333333332,3.97,0.731057073315377,1.02,0.7244642743769254,0.01,0.09999999999999999,11.55,4.381722828921856,9.4,4.572645941803378,8.45,4.381722828921856,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,60.0,60.0,100,21.26,4.5162333460931405,0.7086666666666668,0.150541111536438,0.43699999999999994,0.22581166730465704,0.33333333333333326,0.0,0.004999999999999999,0.013710981778281037,1.79,0.9243616415908031,3.96,0.7236272269866326,1.01,0.7316095442601369,0.03,0.1714466079977653,11.39,4.387528238131811,9.3,4.5427264540541765,8.61,4.387528238131811,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,61.0,61.0,100,21.1,4.484541349024569,0.7033333333333333,0.1494847116341524,0.445,0.22422706745122847,0.33333333333333326,0.0,0.005333333333333333,0.016219592979126507,1.83,0.8995509541943241,3.92,0.7202693099028161,1.06,0.722229992188196,0.02,0.1407052941362897,11.26,4.382287581211946,9.12,4.497541415915899,8.74,4.382287581211946,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
10.0,62.0,62.0,100,20.96,4.412837104758266,0.6986666666666665,0.14709457015860888,0.452,0.2206418552379133,0.33333333333333326,0.0,0.004666666666666669,0.014229164972073001,1.87,0.8721852272923857,3.91,0.7260659179246175,1.08,0.7341593144474154,0.01,0.09999999999999999,11.13,4.2726638722998755,9.05,4.409299172421757,8.87,4.2726638722998755,5.0,0.0,30.0,0.0,6.0,0.0,1.5,0.0,0.63,0.7608474807008886
